0-hammer-v1/return,0-hammer-v1/success,1-push-wall-v1/return,1-push-wall-v1/success,2-faucet-close-v1/return,2-faucet-close-v1/success,3-push-back-v1/return,3-push-back-v1/success,4-stick-pull-v1/return,4-stick-pull-v1/success,5-handle-press-side-v1/return,5-handle-press-side-v1/success,6-push-v1/return,6-push-v1/success,7-shelf-place-v1/return,7-shelf-place-v1/success,8-window-close-v1/return,8-window-close-v1/success,9-peg-unplug-side-v1/return,9-peg-unplug-side-v1/success,avg_return,test/deterministic/average_success,cl_method,x,steps_per_task,train/active_env
-31.313802155589983,0.0,-28.836442562052344,0.0,-28.69186962924889,0.0,-65.82154909814082,0.0,-30.785525767829125,0.0,-33.18920942502696,0.0,-31.72372325857625,0.0,-31.184176076538257,0.0,-39.05043897377347,0.0,-55.295892635159646,0.0,-37.58926295819357,0.0,cotasp,1,1000000,0
-28.920192307401894,0.0,-26.812147311508998,0.0,-29.47633456187981,0.0,-67.67252030814372,0.0,-31.99355060452951,0.0,-34.99483435273923,0.0,-30.185675986519204,0.0,-41.09552462296927,0.0,-29.698420572820872,0.0,-54.43084584112349,0.0,-37.5280046469636,0.0,cotasp,20001,1000000,0
-27.59785024526929,0.0,-24.82176478563273,0.0,-39.21879770300693,0.0,-62.826466933620864,0.0,-33.893583656665655,0.0,-37.17718477431427,0.0,-30.699670964462257,0.0,-27.01326479609138,0.0,-42.330261812959606,0.0,-72.42018966140685,0.0,-39.79990353334299,0.0,cotasp,40001,1000000,0
-51.74260072826256,0.0,-59.38659962587574,0.0,-24.11613042158426,0.0,-46.73341988911251,0.0,-38.72611563671791,0.0,-46.136100208716144,0.0,-40.99458540187137,0.0,-54.28673876571084,0.0,-41.93900198179587,0.0,-80.28306590604623,0.0,-48.43443585656934,0.0,cotasp,60001,1000000,0
-62.39836534699576,0.0,-76.46928596946051,0.0,-52.77059253814251,0.0,-84.41466024067155,0.0,-47.23860375927024,0.0,-31.996427685175064,0.0,-72.39132061626007,0.0,-76.50879174088395,0.0,-70.68733879233608,0.0,181.20275961625,0.0,-39.36726270729457,0.0,cotasp,80001,1000000,0
-66.00436362465757,0.0,-76.53144259255978,0.0,-57.084808249591376,0.0,-134.99164537109604,0.0,-50.29518541485606,0.0,-41.57515782818483,0.0,-71.87735021622414,0.0,-118.5814404495496,0.0,-71.08197595990801,0.0,-62.21927993658184,0.0,-75.02426496432093,0.0,cotasp,100001,1000000,0
-68.17288651824938,0.0,-82.88774432283425,0.0,-82.51211337048504,0.0,-165.43433164680866,0.0,-71.71130874996976,0.0,-58.96534858990422,0.0,-82.2652092352678,0.0,-84.34499819961975,0.0,-86.6689147130576,0.0,-100.77218381044226,0.0,-88.37350391566386,0.0,cotasp,120001,1000000,0
-32.005727227051175,0.0,-78.19512150631155,0.0,-79.35873199384751,0.0,-171.49474726347972,0.0,-66.91006907732267,0.0,-52.47723762327594,0.0,-87.1496596623617,0.0,-78.25181438567323,0.0,-71.48039975757804,0.0,-63.85569342176524,0.0,-78.11792019186669,0.0,cotasp,140001,1000000,0
865.1132342432887,0.0,-67.07181928812025,0.0,-88.94827379319382,0.0,-154.1491449802333,0.0,-67.16582757945451,0.0,-58.19317319340541,0.0,-82.37249814949028,0.0,-64.86355863478319,0.0,-90.05941216921374,0.0,-81.88293847698004,0.0,11.040658797841411,0.0,cotasp,160001,1000000,0
-6.925397262299643,0.0,-79.24718737609909,0.0,-100.71180541137794,0.0,-143.58646696360952,0.0,-43.435390944008674,0.0,-59.7405645905881,0.0,-73.19635576608624,0.0,-82.76767609562776,0.0,-94.9474322705761,0.0,-130.2025637400555,0.0,-81.47608404203285,0.0,cotasp,180001,1000000,0
29879.73530717099,0.0,-91.10512100550966,0.0,-98.97917952000724,0.0,-107.78305346317292,0.0,-43.35628856866776,0.0,-61.53526120348086,0.0,-75.02097614509464,0.0,-48.8306567748597,0.0,-92.05594711809894,0.0,481.93664888338,0.0,2974.3005472255486,0.0,cotasp,200001,1000000,0
66640.9156306398,0.6,-80.97220479208056,0.0,-92.88921634338422,0.0,-86.47530736877536,0.0,-36.71544949899631,0.0,-43.860762687815686,0.0,-65.00540882762337,0.0,-60.18441998029105,0.0,-78.96254265333457,0.0,-70.55545864112672,0.0,6602.529485984638,0.06,cotasp,220001,1000000,0
45744.32469213841,0.6,-80.35877939581866,0.0,-87.25597730434905,0.0,-138.88353268632113,0.0,-38.43199706097144,0.0,-25.3312000668597,0.0,-66.84290564753869,0.0,-78.13200679287424,0.0,-90.36972810751544,0.0,-54.61933780962899,0.0,4508.409922726654,0.06,cotasp,240001,1000000,0
56010.41796295376,0.5,-75.47325875275251,0.0,-94.54699636483052,0.0,-106.6047989214372,0.0,-47.67505623486644,0.0,-35.893710980601256,0.0,-53.963640604820775,0.0,-85.59248251585227,0.0,-97.13104116585922,0.0,-39.4913539177586,0.0,5537.4045623494985,0.05,cotasp,260001,1000000,0
71756.40840289638,0.6,-66.5958774544842,0.0,-91.33666481628472,0.0,-91.07879712740127,0.0,-32.262544679585744,0.0,-55.59608630650346,0.0,-46.97097924514421,0.0,-76.81053241627538,0.0,-97.14980030285456,0.0,-49.97764173500174,0.0,7114.8629478812845,0.06,cotasp,280001,1000000,0
60169.355625495584,0.7,-50.782497126801424,0.0,-84.61871717659974,0.0,-99.4051369563094,0.0,-43.00146952690381,0.0,-30.154440062242845,0.0,-46.868250617486,0.0,-80.68082880881914,0.0,-83.8893243749432,0.0,-72.16303893295523,0.0,5957.779192191252,0.0699999999999999,cotasp,300001,1000000,0
89130.29090929059,0.8,-51.34412622068338,0.0,-91.086186028197,0.0,-112.76971559506072,0.0,-12.393004184398269,0.0,-26.461873319509483,0.0,-42.38076308225224,0.0,-85.0129753349357,0.0,-92.8340149214646,0.0,-84.85578951433742,0.0,8853.115246108977,0.08,cotasp,320001,1000000,0
81317.40685800168,0.8,-62.018189948626286,0.0,-93.68075429936953,0.0,-112.12690246314162,0.0,-30.26569768763246,0.0,-32.10848138610196,0.0,-54.37520259281765,0.0,-86.5172191919931,0.0,-88.32381651342206,0.0,-63.78992189229249,0.0,8069.420067202627,0.08,cotasp,340001,1000000,0
65178.48491095137,0.7,-68.13044050185401,0.0,-86.64276380145138,0.0,-110.39971069769037,0.0,-47.86301416338784,0.0,-32.207765348594954,0.0,-49.08638783601343,0.0,-92.33058805428492,0.0,-92.93356524600028,0.0,-64.73084411750685,0.0,6453.415983118459,0.0699999999999999,cotasp,360001,1000000,0
85870.54718274726,0.9,-68.80788293053726,0.0,-97.17346256639148,0.0,-91.02793580510146,0.0,-34.69153457020343,0.0,-37.571424529448414,0.0,-39.13418111872106,0.0,-98.23435123565622,0.0,-86.74573296794075,0.0,-116.60916807499002,0.0,8520.055150894827,0.09,cotasp,380001,1000000,0
121832.47683510015,1.0,-66.30462787094818,0.0,-83.21406747703054,0.0,-90.97689519784907,0.0,-22.102566773689517,0.0,-51.16480434413665,0.0,-35.689591800761264,0.0,-99.50947812149514,0.0,-81.40739555364293,0.0,-50.82061794178711,0.0,12125.128679001882,0.1,cotasp,400001,1000000,0
102330.64697555626,0.9,-71.22926321427789,0.0,-77.78839178986318,0.0,-84.25492541635623,0.0,-37.69112859625783,0.0,-39.80809753491257,0.0,-25.978666254365795,0.0,-73.6568481897589,0.0,-71.21397853279998,0.0,11391.301705868718,0.0,11324.03273818964,0.09,cotasp,420001,1000000,0
117528.30449814135,1.0,-72.59438277651122,0.0,-74.94552596810277,0.0,-35.439514584242445,0.0,-54.19055694879578,0.0,-40.50808282815216,0.0,-27.433213538447063,0.0,-93.98774983751856,0.0,-92.22683207057958,0.0,2764.6096046017306,0.1,11980.158824419075,0.11,cotasp,440001,1000000,0
14337.903503233005,0.1,-81.49261598816284,0.0,-78.2750452707852,0.0,81.53993474531647,0.0,-38.98856233056173,0.0,-44.22927321495267,0.0,-32.83346590806674,0.0,-73.78948258062718,0.0,-96.32634781249156,0.0,-92.14908126361924,0.0,1388.1359563609053,0.01,cotasp,460001,1000000,0
111845.9048406092,0.9,-46.65485456069327,0.0,-89.75491122378551,0.0,-97.62620286716457,0.0,-38.71977302367738,0.0,-28.7335842139676,0.0,-35.810954443889095,0.0,-90.11420355125186,0.0,-82.98530299488642,0.0,-148.3241750082353,0.0,11118.718087872165,0.09,cotasp,480001,1000000,0
