0-hammer-v1/return,0-hammer-v1/success,1-push-wall-v1/return,1-push-wall-v1/success,2-faucet-close-v1/return,2-faucet-close-v1/success,3-push-back-v1/return,3-push-back-v1/success,4-stick-pull-v1/return,4-stick-pull-v1/success,5-handle-press-side-v1/return,5-handle-press-side-v1/success,6-push-v1/return,6-push-v1/success,7-shelf-place-v1/return,7-shelf-place-v1/success,8-window-close-v1/return,8-window-close-v1/success,9-peg-unplug-side-v1/return,9-peg-unplug-side-v1/success,avg_return,test/deterministic/average_success,cl_method,x,steps_per_task
-31.718999333601552,0.0,-28.543000631378572,0.0,-28.53652448815157,0.0,-65.5892955177541,0.0,-28.614716069522654,0.0,-33.43157206715749,0.0,-31.0508053001708,0.0,-31.281337697510878,0.0,-38.03317576575931,0.0,-51.8363241251786,0.0,-36.86357509961855,0.0,cotasp,1,1000000
-29.736296574767913,0.0,-26.205824548009776,0.0,-27.614064087139695,0.0,-64.36186714250145,0.0,-24.152331752880517,0.0,-32.639428289618,0.0,-27.547297097511084,0.0,-34.58317170333703,0.0,-33.9264478665049,0.0,-52.062097874014874,0.0,-35.282882693628515,0.0,cotasp,20001,1000000
-30.492264852739975,0.0,-39.674065087660914,0.0,-42.002188636784844,0.0,-76.03901988356263,0.0,-53.68297084768424,0.0,-55.37952473791599,0.0,-33.38409497066003,0.0,-38.36731019414934,0.0,-58.56799237729111,0.0,-117.66694194149761,0.0,-54.52563735299467,0.0,cotasp,40001,1000000
-49.84760275554365,0.0,-40.124369874879235,0.0,-75.58653899953067,0.0,-90.67047098603663,0.0,-16.853835072451844,0.0,-57.39695268711593,0.0,-37.762320261193096,0.0,-55.18048948994158,0.0,-50.34430451232596,0.0,-154.7215133861341,0.0,-62.84883980251526,0.0,cotasp,60001,1000000
-38.44134790214494,0.0,-42.79034202821685,0.0,-40.31900804167456,0.0,-133.05711560291667,0.0,-57.90532613262707,0.0,-44.79368900453907,0.0,-20.888097878243162,0.0,-77.12480509160974,0.0,-42.60180903976094,0.0,-164.23196534596934,0.0,-66.21535060677024,0.0,cotasp,80001,1000000
-32.79552688374966,0.0,-53.74967119826406,0.0,-50.08215991145067,0.0,-151.91307864053468,0.0,-74.56832155970031,0.0,-38.86444921329138,0.0,-29.987784597222777,0.0,-92.69659841667018,0.0,-32.40261057942641,0.0,-162.65595306190124,0.0,-71.97161540622115,0.0,cotasp,100001,1000000
-23.45745930271624,0.0,-40.725530544133015,0.0,303.35967458272654,0.0,-151.24030623004347,0.0,-56.21581419394234,0.0,-50.74383113117294,0.0,8736.59389004979,0.1,-97.08907734612987,0.0,-74.7020241024514,0.0,-160.14810356855588,0.0,838.563141821337,0.01,cotasp,120001,1000000
1455.4889733498487,0.0,-22.674775285060612,0.0,317.1562601449043,0.0,-112.68163374477282,0.0,-57.782346216779544,0.0,-22.544404831871702,0.0,53.34402733085891,0.0,-49.70923766964103,0.0,-100.9135737450109,0.0,-124.72968764875873,0.0,133.49536016837163,0.0,cotasp,140001,1000000
42429.610426786516,0.0,12.674635723564183,0.0,903.618037758831,0.0,-138.55899955105946,0.0,-69.93668873216569,0.0,-53.660615242205054,0.0,1203.9763953189238,0.0,-75.78640641294211,0.0,-101.47205003911613,0.0,-123.0282288050169,0.0,4398.743650680533,0.0,cotasp,160001,1000000
21672.66727460884,0.0,-12.572925245673252,0.0,-40.803527596439395,0.0,-105.75042810091261,0.0,-59.9544392894878,0.0,-47.87778088962624,0.0,-21.964043508828006,0.0,-64.37149044237239,0.0,-109.50060966708618,0.0,-145.33036314325102,0.0,2106.454166672516,0.0,cotasp,180001,1000000
56359.840080987386,0.0,-13.21209553444578,0.0,-56.339507459795165,0.0,-109.09987212616723,0.0,-70.6857915545218,0.0,-29.823284435190267,0.0,-24.2644092147207,0.0,-94.36807177485075,0.0,-117.00247992751902,0.0,-33.002192392151066,0.0,5581.204237656803,0.0,cotasp,200001,1000000
51278.97113277133,0.0,-32.78388832226296,0.0,-64.49974895654637,0.0,-91.5047810838847,0.0,-63.05130807825774,0.0,-17.456531462729558,0.0,-9.188665920433063,0.0,-93.63203162212992,0.0,-112.98284816580869,0.0,15212.018667075918,0.0,6600.588999623518,0.0,cotasp,220001,1000000
58840.316364231614,0.0,-37.09126366346204,0.0,-80.3194542972749,0.0,-141.9119634946379,0.0,-75.14544644482625,0.0,-23.012976056710237,0.0,-37.84492488776809,0.0,-92.62491015272602,0.0,-111.05635261691513,0.0,-152.35585097774305,0.0,5808.895322163955,0.0,cotasp,240001,1000000
58927.23226724992,0.3,-44.35031830276107,0.0,-59.902479856435285,0.0,-135.85898538618937,0.0,-80.20571756119395,0.0,-44.22958638999836,0.0,-44.01551954590061,0.0,-81.53353894848954,0.0,-114.10634545071775,0.0,-145.52240825294746,0.0,5817.750736755528,0.03,cotasp,260001,1000000
46305.57565690602,0.0,-40.52332474593927,0.0,-104.96158919135698,0.0,-95.20708402679026,0.0,-60.6931645391748,0.0,-38.69955306949241,0.0,-29.002993151051378,0.0,-86.40325945981698,0.0,-108.72674054572299,0.0,-145.22808709239683,0.0,4559.612986108428,0.0,cotasp,280001,1000000
43548.4774039632,0.0,-42.56704286713334,0.0,-93.29232007647617,0.0,-126.51703093048937,0.0,-59.031734245907465,0.0,-56.244449833030174,0.0,-45.828920865601155,0.0,34.750978953971526,0.0,-109.66218299476222,0.0,-148.85546737512632,0.0,4290.1229233728645,0.0,cotasp,300001,1000000
55801.335701507356,0.4,-32.14874300699289,0.0,-109.27155375023422,0.0,-85.76161151786815,0.0,-44.18636793730808,0.0,-73.32887585589495,0.0,-22.0906016853954,0.0,52.58330796912223,0.0,-115.45477295880751,0.0,-129.75691381087256,0.0,5524.191956895311,0.04,cotasp,320001,1000000
120268.79221808349,0.9,-28.985917507191736,0.0,-68.50599152802342,0.0,-115.29849607441899,0.0,-50.78321446339565,0.0,11103.065770937177,0.0,-32.57427262496707,0.0,-110.96824604674427,0.0,-110.86610397936366,0.0,-155.07450142096067,0.0,13069.880124537556,0.09,cotasp,340001,1000000
45924.99159473786,0.5,-23.809330525491553,0.0,-79.27324173124217,0.0,-105.01504257019015,0.0,-34.67909377578313,0.0,472.36372089621216,0.0,-27.28740119492336,0.0,-118.84624057677857,0.0,-111.53930540347774,0.0,-169.41426261165998,0.0,4572.749139724452,0.05,cotasp,360001,1000000
124240.74625642388,0.9,-25.338792352127037,0.0,-80.87693930952749,0.0,-116.70036049554531,0.0,-7.413198552890378,0.0,-60.68304943108863,0.0,-34.45218119633888,0.0,-108.24625698265777,0.0,-113.3677108294042,0.0,-147.5607642828145,0.0,12354.61070029915,0.09,cotasp,380001,1000000
136004.7832100787,1.0,-25.58721437622148,0.0,-83.53124171761824,0.0,-103.80198448705514,0.0,-69.52889606975023,0.0,-25.077921574568084,0.0,-69.90832990311365,0.0,-115.64381076272043,0.0,-110.67071136844307,0.0,-155.57629904544518,0.0,13524.545680077377,0.1,cotasp,400001,1000000
140852.33849182157,1.0,-29.92204995625512,0.0,-62.314678643421416,0.0,-73.14226084200313,0.0,-81.28067733989299,0.0,-34.1990859295086,0.0,1290.4279870468158,0.0,-105.68935660547277,0.0,-109.24222118118355,0.0,-170.82695608305215,0.0,14147.61491922876,0.1,cotasp,420001,1000000
113744.61041137934,0.8,-28.748339455044082,0.0,-79.22030844452408,0.0,-92.09928836888574,0.0,-73.49972893818085,0.0,1239.660498980159,0.0,-38.808893903755006,0.0,-70.97077306260474,0.0,-110.60760906676066,0.0,-165.93456132216664,0.0,11432.438140779755,0.08,cotasp,440001,1000000
