0-hammer-v1/return,0-hammer-v1/success,1-push-wall-v1/return,1-push-wall-v1/success,2-faucet-close-v1/return,2-faucet-close-v1/success,3-push-back-v1/return,3-push-back-v1/success,4-stick-pull-v1/return,4-stick-pull-v1/success,5-handle-press-side-v1/return,5-handle-press-side-v1/success,6-push-v1/return,6-push-v1/success,7-shelf-place-v1/return,7-shelf-place-v1/success,8-window-close-v1/return,8-window-close-v1/success,9-peg-unplug-side-v1/return,9-peg-unplug-side-v1/success,avg_return,test/deterministic/average_success,cl_method,x,steps_per_task,train/active_env
147022.99203274213,1.0,-52.7428709227229,0.0,2540.2878240250475,0.0,-97.71172531099816,0.0,-57.60705773637672,0.0,-70.34654752387796,0.0,-46.83720954324115,0.0,-99.54129366570396,0.0,-68.85355473926079,0.0,-99.3883847650808,0.0,14897.02512125599,0.1,cotasp,440001,1000000,0
113126.0956479928,0.9,-42.62639995289568,0.0,1187.1557482203905,0.0,-131.3950389232404,0.0,-54.26255345948308,0.0,-53.94127206215255,0.0,-50.848904343882126,0.0,-127.41555559176274,0.0,-66.05017785329518,0.0,1696.2924762393493,0.0,11548.300397026584,0.09,cotasp,460001,1000000,0
149528.56737000542,1.0,-56.25504934389435,0.0,-12.379701494440797,0.0,-120.9854429333767,0.0,-82.54289813183946,0.0,-57.16798531160723,0.0,-35.31223171960461,0.0,-126.1678922014215,0.0,-64.23529397588592,0.0,120.4962516360794,0.0,14909.401712652943,0.1,cotasp,480001,1000000,0
132304.62901765457,1.0,-58.57119604035684,0.0,-24.061102237393364,0.0,-125.7152872424044,0.0,-83.0419951935069,0.0,-66.95097681600673,0.0,-31.70103405696284,0.0,-134.1073369404445,0.0,-83.11654835745733,0.0,3294.158208555919,0.0,13499.152174932597,0.1,cotasp,500001,1000000,0
133323.40936906583,1.0,-61.606148887332935,0.0,-43.75418672905475,0.0,-131.79935029430754,0.0,-58.63108224437696,0.0,-41.67257351717616,0.0,-28.0800747667984,0.0,-105.09506233341452,0.0,-85.77139052747182,0.0,-104.81045990840252,0.0,13266.218903985751,0.1,cotasp,520001,1000000,0
146326.83347308508,1.0,-61.91353342049839,0.0,-34.30557497822035,0.0,-132.84327552214856,0.0,-57.28002551057339,0.0,-39.67846715407103,0.0,2289.9212337842146,0.0,-107.54049075051677,0.0,-77.92076841865796,0.0,-110.7017364888879,0.0,14799.457083462572,0.1,cotasp,540001,1000000,0
124132.71051052588,1.0,-56.24514108060085,0.0,-32.57357532857975,0.0,-134.54173413637008,0.0,-54.94316071123861,0.0,10877.692190792888,0.1,3057.7470809921374,0.0,-101.90646271115028,0.0,-91.170744837449,0.0,-101.0642742193924,0.0,13749.570468928618,0.11,cotasp,560001,1000000,0
134562.63897481025,1.0,-63.29454288661249,0.0,-29.48220358573502,0.0,-118.35522440257375,0.0,-49.88672244050416,0.0,16164.41407155426,0.0,1935.5640533089968,0.0,-88.73685058239981,0.0,-48.75818929315774,0.0,-109.99118673805188,0.0,15215.41121797445,0.1,cotasp,580001,1000000,0
127446.80039216866,0.8,-53.16475709666327,0.0,-28.218256030051727,0.0,-144.53911062046035,0.0,-46.89836751417594,0.0,6205.263957938483,0.0,1755.782778500405,0.0,-75.50580690355449,0.0,-78.62558360653648,0.0,1000.378564605802,0.0,13598.12738114419,0.08,cotasp,600001,1000000,0
137358.57629692502,1.0,-46.78212247492596,0.0,-42.92126589891616,0.0,-139.8506996698971,0.0,-50.75411361016775,0.0,-54.40601133993579,0.0,195.4777937809693,0.0,-4.004106622737618,0.0,-78.77586182048533,0.0,8267.62332588711,0.0,14540.418323515603,0.1,cotasp,620001,1000000,0
122229.09872058612,0.8,-58.79903802916615,0.0,-52.52983659835129,0.0,-146.54908253297808,0.0,-56.729015529691786,0.0,-54.09088423974414,0.0,287.62275606508007,0.0,-59.09882406856866,0.0,-64.08344756304786,0.0,-109.47729463382288,0.0,12191.536405345583,0.08,cotasp,640001,1000000,0
137492.99432400335,1.0,-65.55646675218868,0.0,-53.24556610585656,0.0,-148.5362345303676,0.0,-60.81424356124828,0.0,-55.89467079711507,0.0,863.1745837562812,0.0,-74.50940103727082,0.0,-67.92298345199208,0.0,-108.55852292107708,0.0,13772.113081860254,0.1,cotasp,660001,1000000,0
142320.07438280614,1.0,-19.48206516234997,0.0,-48.323659560783405,0.0,-152.3908329124093,0.0,-49.86344564661125,0.0,-49.48026201633482,0.0,497.7648788917441,0.0,-77.9075336851582,0.0,-94.19764076782256,0.0,-109.80810184451732,0.0,14221.638572010192,0.1,cotasp,680001,1000000,0
142119.50086797093,1.0,-67.72705148492462,0.0,-40.94644370461108,0.0,-135.490928393042,0.0,-52.781107679043615,0.0,-51.64651146128072,0.0,17.909452410715172,0.0,-61.27526817043103,0.0,-96.32401999443064,0.0,297.8619625380757,0.0,14192.908095203196,0.1,cotasp,700001,1000000,0
145013.85910002532,1.0,-86.78370684575128,0.0,-36.43396917230037,0.0,-111.67614532019525,0.0,-41.29618923780582,0.0,-49.21740353960895,0.0,252.08197289117768,0.0,-75.66529756950676,0.0,-80.45995371518197,0.0,-107.44439049334714,0.0,14467.69640170228,0.1,cotasp,720001,1000000,0
139035.19299519103,1.0,-73.98271639622942,0.0,-22.662005262828483,0.0,-115.19476487602763,0.0,-45.598480928658,0.0,-55.531953963353885,0.0,471.8915267778512,0.0,-64.81006315897413,0.0,-95.91986029935542,0.0,-107.73846037102012,0.0,13892.564621671245,0.1,cotasp,740001,1000000,0
100965.15334582436,0.9,-86.05395002484187,0.0,-44.83994091674519,0.0,-125.07475782471242,0.0,-50.4148261388867,0.0,-54.15653788233856,0.0,290.817100794516,0.0,-69.66997125501209,0.0,-97.21716972633251,0.0,-108.63026398091148,0.0,10061.991302886909,0.09,cotasp,760001,1000000,0
157140.03110070922,1.0,-80.10553336657738,0.0,-30.6691087792912,0.0,-128.04287133729116,0.0,-48.0886441195443,0.0,-54.57345416490843,0.0,-48.696640678432914,0.0,-59.58639819182208,0.0,-97.06873426259658,0.0,-114.14621306027232,0.0,15647.905350274852,0.1,cotasp,780001,1000000,0
140046.95299179474,1.0,-93.71692590008284,0.0,51.82829110703576,0.0,-125.85462714115292,0.0,-52.65264938415157,0.0,-53.66705556423078,0.0,-36.48474374495153,0.0,-69.8970621964663,0.0,-101.45412108596211,0.0,-112.44097721512932,0.0,13945.261312066968,0.1,cotasp,800001,1000000,0
116247.65181511005,0.8,-67.3295758797427,0.0,-35.9370047330228,0.0,-115.98552148661052,0.0,-52.53870692053183,0.0,-58.10190801606253,0.0,-49.03024658275152,0.0,-94.24514559211676,0.0,-102.16753895108964,0.0,-116.3179363316174,0.0,11555.59982306165,0.08,cotasp,820001,1000000,0
120833.875528895,0.8,-59.639787351208575,0.0,-2.9398687089046787,0.0,-107.43711659566334,0.0,-65.051305759055,0.0,-55.14842720580016,0.0,-53.3946643255188,0.0,-74.70733885109243,0.0,-101.09792500429174,0.0,-114.49504927479155,0.0,12019.996404581869,0.08,cotasp,840001,1000000,0
93835.82797659018,0.7,-69.25235342182776,0.0,-33.46396935900989,0.0,-115.02981781708765,0.0,-32.12860455672965,0.0,-56.61218826340621,0.0,-62.89917647296731,0.0,-79.15278257172544,0.0,-99.38079228418349,0.0,-112.36942172348397,0.0,9317.553887011974,0.0699999999999999,cotasp,860001,1000000,0
124741.05072092229,0.9,-52.60376641244701,0.0,13.044048963135744,0.0,-131.05383548808948,0.0,-61.882697718195175,0.0,-58.70303187806502,0.0,-69.23875993727532,0.0,-98.00085072711148,0.0,-94.50783456219298,0.0,-117.7955345988635,0.0,12407.03084585632,0.09,cotasp,880001,1000000,0
152825.0231015118,1.0,-44.377776993958165,0.0,-37.336642178735325,0.0,-121.3704456845242,0.0,-62.80482265505104,0.0,-62.75854231156406,0.0,-56.635877719686015,0.0,-98.96998716342186,0.0,-98.48477602379305,0.0,-118.64826627711756,0.0,15212.363596450396,0.1,cotasp,900001,1000000,0
125175.65571419727,0.9,-30.68305999160926,0.0,-13.401170261049478,0.0,-122.99607150707077,0.0,-59.24226170862077,0.0,-62.92543544676053,0.0,-44.51953825923585,0.0,-113.23896754839863,0.0,-105.01062181156432,0.0,-124.98097081886552,0.0,12449.86576168441,0.09,cotasp,920001,1000000,0
119268.85455952544,1.0,-35.123530353411084,0.0,-24.387915487793897,0.0,-151.392537853872,0.0,-66.29691122234107,0.0,-60.39389368027339,0.0,-57.19908724650579,0.0,-120.2977864385414,0.0,-110.28147351511132,0.0,-122.89212673174283,0.0,11852.058929699584,0.1,cotasp,940001,1000000,0
152379.76030629483,1.0,-41.3728443098144,0.0,-32.49196145725224,0.0,-122.0236084512295,0.0,-72.72915530075554,0.0,-55.50963401970846,0.0,-73.11934366210072,0.0,-115.3353570996838,0.0,-111.7152231813994,0.0,-131.69680406308373,0.0,15162.376637474978,0.1,cotasp,960001,1000000,0
132104.69091920697,0.9,-45.0912299182378,0.0,-28.35975365576388,0.0,-133.82678559125677,0.0,-72.57447285958463,0.0,-58.24008941744528,0.0,-60.96519851392611,0.0,-140.50625524257697,0.0,-105.5927853157012,0.0,-116.8719100228607,0.0,13134.26624386696,0.09,cotasp,980001,1000000,0
120373.87232514138,0.9,-29.80408973237612,0.0,332.5446410350026,0.0,-101.8428584243839,0.0,-69.06223006051405,0.0,-61.41220662001059,0.0,-55.257063854149536,0.0,-93.8526977445272,0.0,-102.8079695401173,0.0,-116.55246792861712,0.0,12007.582538227169,0.09,cotasp,1000001,1000000,1
90915.8740804663,0.7,-26.72400490617008,0.0,-25.21274505655616,0.0,-117.4981648579753,0.0,-72.91856100591014,0.0,-68.30199464065835,0.0,-49.50369431473384,0.0,-114.0946605030732,0.0,-99.36624504563004,0.0,-113.74477465377666,0.0,9022.850923548182,0.0699999999999999,cotasp,1020001,1000000,1
91097.12130249984,0.9,-21.469941178993928,0.0,99.74960622931148,0.0,-154.45657758129244,0.0,-116.58408845049726,0.0,-50.322344371037055,0.0,-81.05854015570351,0.0,-132.66106008380763,0.0,-102.54085226443335,0.0,-135.8613213865441,0.0,9040.191618325684,0.09,cotasp,1040001,1000000,1
96792.16538896004,0.9,-46.46733418590799,0.0,3558.651736048539,0.1,-113.10189675479064,0.0,-34.496881791832095,0.0,-53.47873044003852,0.0,-49.89667139247255,0.0,-100.760328557493,0.0,-106.07890167416468,0.0,-121.26308768531676,0.0,9972.527329252658,0.1,cotasp,1060001,1000000,1
108615.12406423468,0.9,3264.0186041269626,0.0,-58.65770073248596,0.0,-188.14049605253263,0.0,-29.17787251545471,0.0,-62.57913694902712,0.0,-33.85681205839688,0.0,-99.63368923481684,0.0,-102.98638125650233,0.0,-175.87025689255745,0.0,11112.824032266984,0.09,cotasp,1080001,1000000,1
104543.22667395943,0.8,1596.8950580466897,0.0,-54.23374500740598,0.0,-171.94933716888335,0.0,-27.400650666258297,0.0,-65.97139809910443,0.0,-43.65242037999679,0.0,-101.40917303784052,0.0,-95.28646053593135,0.0,-114.57360142232284,0.0,10546.564494568836,0.08,cotasp,1100001,1000000,1
107979.16907473128,0.8,3327.037440272542,0.0,-45.02538119255035,0.0,-160.67573747139983,0.0,-30.032449061716363,0.0,-52.72537876426219,0.0,-45.33247058720026,0.0,-112.15569516059558,0.0,-94.1732220843942,0.0,2731.5383580377725,0.0,11349.762453871945,0.08,cotasp,1120001,1000000,1
101818.99395308444,0.8,7537.53421710451,0.1,-34.44931969658623,0.0,-183.6094849127056,0.0,-38.70657313728654,0.0,-53.593211453725154,0.0,-59.24505219400133,0.0,-115.00015087168768,0.0,-100.64368182049137,0.0,1246.5753238106963,0.0,11001.785601991312,0.09,cotasp,1140001,1000000,1
137558.52424633093,1.0,4367.679554228523,0.0,-55.48370894650086,0.0,-190.48055186486977,0.0,-44.92277214368397,0.0,118.27706293894836,0.0,-55.15370561595108,0.0,-101.09074256642096,0.0,-67.09290944052023,0.0,8476.773381241093,0.0,15000.702985416156,0.1,cotasp,1160001,1000000,1
137999.26669857185,0.9,8331.457966308391,0.0,-40.54127390820232,0.0,-167.8731801075274,0.0,-35.552700154670035,0.0,-76.9510334735385,0.0,-32.8387074921695,0.0,-87.92013260915061,0.0,-96.46022321623582,0.0,3987.49957980269,0.1,14978.008699372143,0.1,cotasp,1180001,1000000,1
106866.1501930079,0.9,9465.25614873377,0.0,-45.39644660840005,0.0,-170.09443626003286,0.0,-40.08651259190853,0.0,-74.31575550048777,0.0,-47.93175837063749,0.0,-88.45583138785621,0.0,-81.61229156812018,0.0,6400.868108491098,0.2,12218.438141794531,0.11,cotasp,1200001,1000000,1
112307.9645975099,0.8,12648.202997259494,0.0,-33.77380888066919,0.0,-162.94966285963963,0.0,-63.58250831987896,0.0,-74.4117228923491,0.0,-43.074537416589614,0.0,-101.69234106721606,0.0,-57.861687171887056,0.0,2623.698483620194,0.0,12704.251980978135,0.08,cotasp,1220001,1000000,1
87235.9376580574,0.7,9588.311121346054,0.0,-42.46841872317274,0.0,-156.7953396315678,0.0,-38.87736372198655,0.0,-77.27425329923634,0.0,-28.83383916780572,0.0,-106.43271461798795,0.0,-49.92846683299324,0.0,5825.228610152202,0.0,10214.88669935609,0.0699999999999999,cotasp,1240001,1000000,1
109268.94821646824,0.7,11563.91737626508,0.0,-40.21701544987038,0.0,-160.88759691242706,0.0,-20.0592785396218,0.0,-72.26969967514627,0.0,40.560550886759934,0.0,-123.68790246248508,0.0,-34.79071461847002,0.0,8844.75049242382,0.0,12926.626442838588,0.0699999999999999,cotasp,1260001,1000000,1
119591.40725910947,0.9,17356.41487106193,0.0,-35.09489542799467,0.0,-174.67089288206765,0.0,-60.44284406257758,0.0,-74.63264024748437,0.0,-41.20168284482771,0.0,-104.95425919110264,0.0,184.86929770662428,0.0,5802.99273948634,0.0,14244.468695270829,0.09,cotasp,1280001,1000000,1
101962.5603469918,0.9,11516.659219775438,0.0,73.95509748350337,0.0,-161.88364063964292,0.0,-35.485186343461166,0.0,-69.7713615501632,0.0,-43.85637241014014,0.0,-87.11037676392691,0.0,-57.101607166438825,0.0,2433.9998055302176,0.0,11553.196592490718,0.09,cotasp,1300001,1000000,1
107162.00932889276,0.8,48997.757529737326,0.2,-44.410362826959336,0.0,-167.68285720628643,0.0,-49.02973692636503,0.0,-71.69670153256554,0.0,2781.4088597278237,0.0,-94.10102784632504,0.0,-66.11237822409916,0.0,2081.876153378014,0.0,16053.00188071733,0.1,cotasp,1320001,1000000,1
127959.6469338108,1.0,51805.65807004444,0.2,61.797819282619024,0.0,-160.6011401303436,0.0,-75.88323180567366,0.0,-65.28603650261243,0.0,1913.9981467353136,0.0,-72.72541485033447,0.0,-33.19187050744246,0.0,-53.437076479991546,0.0,18127.99761995968,0.12,cotasp,1340001,1000000,1
115035.8346284631,1.0,95229.95289918114,0.5,-38.288458555093634,0.0,-154.0682832404679,0.0,-23.58270810349709,0.0,-67.88237021131319,0.0,632.4658664140513,0.0,-88.91652504692235,0.0,-5.5411186661765095,0.0,-100.42118328192348,0.0,21041.95527469529,0.15,cotasp,1360001,1000000,1
112761.6561465743,0.9,40669.55010921005,0.1,-44.01950217320102,0.0,-154.37219829563713,0.0,-46.70952209824961,0.0,-64.71569584994769,0.0,363.77354127277806,0.0,-119.75538624650422,0.0,-19.882591992352424,0.0,-102.0890447319144,0.0,15324.343585566932,0.1,cotasp,1380001,1000000,1
92006.42327856584,1.0,75906.7964118049,0.3,-48.94664236618653,0.0,-182.49387844018727,0.0,-66.26395095387008,0.0,325.4337928367584,0.0,88.39835191735375,0.0,-126.04835367844268,0.0,-17.86730811387837,0.0,-104.48075782241364,0.0,16778.09509437499,0.13,cotasp,1400001,1000000,1
113160.42335507642,0.8,66086.41611822648,0.2,301.4835982912012,0.0,-175.26886809158688,0.0,-60.37047387115994,0.0,-47.79085578929094,0.0,-49.90484111939835,0.0,-100.70807791772428,0.0,654.5172752213236,0.0,51.22356972590588,0.0,17982.002079975216,0.1,cotasp,1420001,1000000,1
88464.0533884061,0.8,106655.39995521074,0.5,181.25748825586527,0.0,-164.28436276969833,0.0,-42.41869092008278,0.0,106.3311858305854,0.0,-30.842182118601336,0.0,-116.4320443289868,0.0,142.47743361599333,0.0,-102.08096467126872,0.0,19509.34612065107,0.13,cotasp,1440001,1000000,1
105700.83329995822,0.8,128281.9257544744,0.6,-38.21794846445673,0.0,-165.37386395991695,0.0,1370.948791532256,0.0,666.9127374806469,0.0,-43.28020284806477,0.0,-141.18852219392028,0.0,-91.59294401884203,0.0,429.0183956510502,0.1,23596.99854976114,0.15,cotasp,1460001,1000000,1
117217.44320173518,1.0,59705.40315586703,0.2,-36.217836599121405,0.0,-160.79529745473062,0.0,-62.22483706975404,0.0,-55.22690793074505,0.0,108.62545085170466,0.0,-132.3071624781196,0.0,-99.20411487669398,0.0,1473.4638791999755,0.0,17795.895953124476,0.12,cotasp,1480001,1000000,1
41828.621088790846,0.2,90550.04555546124,0.4,-37.49889699103586,0.0,-155.2737534537651,0.0,-37.68809237944709,0.0,-68.95681579258562,0.0,-47.65893812291799,0.0,-131.03186916570633,0.0,-63.71626694903349,0.0,1893.677345498048,0.0,13373.051935689562,0.06,cotasp,1500001,1000000,1
128283.5490272056,1.0,100547.17057090232,0.4,-33.92334934051753,0.0,-159.97651401428158,0.0,-73.11342267630711,0.0,-67.26254648708036,0.0,14.685912950779043,0.0,-133.02188989923803,0.0,1519.7165885136617,0.0,2047.6562350880768,0.0,23194.5480612243,0.1399999999999999,cotasp,1520001,1000000,1
123562.2576680003,0.9,55978.42342648042,0.2,-37.25200017305791,0.0,-157.8344416259806,0.0,-92.16531404793088,0.0,-45.812562593766806,0.0,-54.5724619178397,0.0,-107.57453056241886,0.0,415.7769765245869,0.0,1681.113778432009,0.0,18114.236053851637,0.11,cotasp,1540001,1000000,1
80742.70433720846,0.8,38874.86427353671,0.1,-38.95924256148097,0.1,-158.73064667827785,0.0,-65.16804021518199,0.0,-51.66422552064095,0.0,-44.81458433790807,0.0,-129.4962492331251,0.0,9191.169927850748,0.0,2132.348559474432,0.0,13045.225410952373,0.1,cotasp,1560001,1000000,1
92648.60163055084,0.8,60964.54976515792,0.2,-34.61466091356779,0.0,-160.02457012428496,0.0,-78.564979858727,0.0,-47.20533565384189,0.0,-50.85757967165391,0.0,-98.08675581092584,0.0,2611.9820238043853,0.0,1826.7228661093288,0.0,15758.25024035895,0.1,cotasp,1580001,1000000,1
67148.65239412298,0.7,103849.9571549238,0.4,-33.839533212539806,0.0,-157.08295323539696,0.0,-81.58418855388086,0.0,-57.32547234161241,0.0,-16.775938010076693,0.0,-95.16572473784166,0.0,5254.4383185271845,0.0,5337.129008218531,0.0,18114.84030657012,0.11,cotasp,1600001,1000000,1
115736.11071564788,0.9,121298.55537345044,0.7,-34.47283380691327,0.0,-156.11549830990072,0.0,-68.80806948107346,0.0,-54.20789407145871,0.0,1730.8190923126538,0.0,-110.07321859212875,0.0,1420.676856912811,0.0,7292.835611190962,0.0,24705.532013525328,0.16,cotasp,1620001,1000000,1
74106.7428549657,0.5,107923.80603068275,0.4,-40.63396791026916,0.0,-150.91318830998324,0.0,-66.25948037833471,0.0,-83.57355680387472,0.0,-3.6021444051838456,0.0,-93.4703764769102,0.0,1898.766173023601,0.0,6022.712861497244,0.0,18951.35752058848,0.09,cotasp,1640001,1000000,1
81741.59418213635,0.7,47280.3285830962,0.1,-34.990748945733614,0.0,-150.69086631439774,0.0,-38.36059085498947,0.0,2458.07129365458,0.0,-44.25324045960103,0.0,-112.75715285286635,0.0,2439.804301144064,0.0,5526.629669024845,0.1,13906.537542962844,0.09,cotasp,1660001,1000000,1
103386.65149519204,0.8,90829.23755270774,0.4,-32.79188075659276,0.0,-152.13393746057938,0.0,-35.619644212158335,0.0,-69.0127609075046,0.0,-41.9473939868404,0.0,-91.09389702797792,0.0,3283.3609722580527,0.0,9680.649195059876,0.0,20675.72997008661,0.12,cotasp,1680001,1000000,1
